Spicy Garlic Shrimp with Coconut Rice,"Here's a classic recipe for Camarones al Ajillo, a.k.a. spicy garlic shrimp! The shrimp gets quickly sautéed with garlic and jalapeno, then mixed with some coconut rice. Serve with coconut rice for a full meal.","['Dinner', 'Lent', 'Quick and Easy', 'Gluten-Free', 'Coconut Milk', 'Garlic', 'Seafood', 'Shrimp']",15 minutes,5 minutes,Serves 3 to 4,"['1 1/2 cups long grain white rice', '1 pound (about 20 large) jumbo shrimp', '6 large garlic cloves', '1 1/2 cup of water', 'Salt', '1 jalapeño pepper, seeded, ribs removed, julienned', 'Juice of one lime (or 2 inches of white tender end of lemongrass, finely sliced)', '1 tablespoon extra virgin olive oil', '2 small cans (5.6 ounces) coconut milk (full fat)', '1/2 to 1 teaspoon of red chili powder or red chili sauce (to taste)', 'Cilantro for garnish (optional)']","['Cook the rice: Put 1 1/2 cups of long-grain rice, 2 1/2 cups of water, and 1 teaspoon of salt into a medium-sized, thick-bottomed pot and bring to a boil. Cover the pot and lower the heat to the lowest setting and cook for 15 minutes. Remove from heat and let sit, covered, for 10 minutes.']",https://www.simplyrecipes.com/wp-content/uploads/2007/09/Spicy-Garlic-Shrimp-8.jpg,Elise Bauer
Coconut Golden Milk,"Are you ready for your new favorite winter beverage? Try Golden Milk! This warming Indian drink is made with coconut milk, ginger, and turmeric. It also happens to be vegan!","['Drink', 'Favorite Fall', 'Favorite Winter', 'Quick and Easy', 'Indian', 'Dairy-Free', 'Vegan', 'Coconut Milk', 'Ginger', 'Tea', 'Turmeric']",5 minutes,10 minutes,About 2 servings,"['1 (13.5-ounce) can full fat coconut milk', '1 to 2 tablespoons freshly grated ginger, to taste (from a 2-inch size knob)', '1 teaspoon ground turmeric', '1/4 teaspoon ground cinnamon', 'Pinch fine sea salt', 'Pinch ground black pepper', '1 teaspoon vanilla extract', '2 teaspoons maple syrup', 'Cinnamon sticks and/or ground cinnamon or turmeric, to serve (optional)']","['Heat the coconut milk: In a small saucepan over medium-low heat, warm the coconut milk until you see a little bit of steam, about 2 to 3 minutes.']",https://www.simplyrecipes.com/wp-content/uploads/2018/12/Golden-Milk-LEAD-VERTICAL.jpg,Carrie Havranek
Cod with Tomato and Orange,"Cod fillets cooked in onions, green olives, tomatoes and orange slices.","['Dinner', 'Lent', '1-Pot', 'Quick and Easy', 'Gluten-Free', 'Cod', 'Fish', 'Halibut', 'Ling Cod', 'Seafood']",10 minutes,25 minutes,Serves 4-6,"['1 tablespoon extra virgin olive oil', '1 medium yellow onion, thinly sliced', '1 cup green olives, pitted and halved', '2 tablespoons grated orange zest', '1 medium navel orange, peeled, segmented, membranes removed', '1 28-oz can diced tomatoes, undrained', '1 teaspoon kosher salt', '1/4 teaspoon black pepper', '2 pounds cod fillets (or any firm white fish), cut into 2-inch pieces', '1/4 cup of fresh dill, chopped, or 1 tablespoon dried dill']","['Cook the onions: Heat the oil in a large saucepan over medium heat. Add the sliced onions and sauté for 5 minutes, until softened.']",https://www.simplyrecipes.com/wp-content/uploads/2007/02/ling-cod-tomato-orange-horiz-a-1200.jpg,Elise Bauer
Cod Sautéed in Olive Oil with Fresh Tomatoes,"A quick and easy recipe for fish sautéed in olive oil, with Italian herbs and fresh tomatoes.","['1-Pot', 'Quick and Easy', 'Gluten-Free', 'Cod', 'Fish', 'Seafood', 'Tomato']",10 minutes,10 minutes,Serves 4,"['1 pound thin skinless fish fillets', 'Salt', '1/4 cup extra virgin olive oil', '2 large fresh tomatoes, cut into chunks', '2 teaspoons Italian seasoning', 'A splash of Tabasco or other hot sauce', 'Black pepper to taste']",['Prep fillets: Remove any pin bones from the fillets and pat them dry. Salt the fish fillets well and set out on a cutting board.'],https://www.simplyrecipes.com/wp-content/uploads/2012/09/cod-tomatoes-vertical-a-1400.jpg,Hank Shaw
Cod Poached in Court Bouillon,"Cod poached in water infused with bay leaves, garlic, salt, and olive oil.","['Dinner', 'Lent', 'Quick and Easy', 'French', 'Provencal', 'Gluten-Free', 'Healthy', 'Low Carb', 'Paleo', 'Cod', 'Fish', 'Seafood']",5 minutes,15 minutes,Serves 4.,"['2 quarts water', '1 tablespoon salt', '2 cloves garlic, crushed', '2 bay leaves', '1 tablespoons extra virgin olive oil', '2 pounds cod fillets (or other firm white fish, not sole), cut to fit the pan', 'Lemon for garnish', '1 pound of Yukon gold potatoes, cut into 1 1/2-inch chunks (peel on or off, your choice)', 'Salt', 'Pinch of saffron']","['Make the court bouillon:\xa0Put water, salt, garlic, bay leaves, and olive oil into \xa04 to 5 quart pot and bring to a hard boil. Boil for several minutes, to infuse the water with the bay leaves and garlic. You should be able to smell the aroma of the garlic.']",https://www.simplyrecipes.com/wp-content/uploads/2014/03/cod-poached-court-bouillon-vertical-b-1300.jpg,Elise Bauer
Fish Taco Salad Bowl,Love fish tacos? Love salad? Then you'll love these easy Fish Taco Salad Bowls! They're healthy with quickly-seared white fish and plenty of fresh vegetables. Serve with tortilla chips alongside or over top for extra crunch! ,"['Dinner', 'Salad', 'Gluten-Free', 'Healthy', 'Cod', 'Fish', 'Halibut', 'Red Snapper', 'Seafood', 'Taco']",20 minutes,15 minutes,4 servings,"['8 radishes, thinly sliced', '1/2 cucumber, halved lengthwise, seeded, and cut into thin half moons', '1/2 red onion, cut into wedges, then slivered', '1/2 cup thinly sliced red or yellow pepper', '2 tablespoons fresh lime juice, divided', '4 tablespoons canola or vegetable oil, divided', '1 teaspoon ground cumin', '1 teaspoon chili powder', 'Kosher salt and freshly ground pepper to taste', '1 1/2 pounds flaky white fish fillets, such as cod, halibut, or red snapper, cut crosswise into 1-inch wide slices', '1 clove garlic, finely minced', '8 cups thinly shredded romaine hearts', '2 tablespoons cider or rice wine vinegar', 'Diced avocado', 'Fresh cilantro leaves (optional)', 'Tortilla chips']","['Prep the veggie slaw: In a medium bowl combine the radishes, cucumbers, red onion, peppers, 1 tablespoon of the lime juice, and 1 tablespoon of the oil. Season with salt and pepper.']",https://www.simplyrecipes.com/wp-content/uploads/2018/07/Fish-Taco-Salad-LEAD-VERTICAL.jpg,Katie Workman
Pacific Black Cod Escabeche,Black cod fillets marinated in a vinegar oil mixture and served as a classic escabeche.,"['Appetizer', 'Low Carb', 'Cod', 'Escabeche', 'Fish', 'Pacific Black Cod', 'Sablefish', 'Seafood']",15 minutes,20 minutes,Serves 4-8,"['3/4 cup extra virgin olive oil, divided', '2-3 red, yellow, and green bell peppers, seeded and julienned', '1 white onion, julienned', '1 carrot, julienned', '1 habanero or scotch bonnet chili, seeded and minced', '1 cup white or cider vinegar', '3/4 pound pacific black cod (sablefish) fillets, pin bones removed, cut into 4 inch pieces', 'Salt and pepper', '1/2 cup flour for dredging', '1 bay leaf', '6 allspice berries']","['Make the escabeche vegetable vinegar mix:\xa0Heat 1/2 cup olive oil in a large sauté pan on medium high heat (do not be tempted to cut back on this amount of oil, it is needed for the marinade). Sauté the bell peppers, onion, carrot and chili until softened, 5-10 minutes. Stir in vinegar, bay leaf, allspice berries, remove from heat, and set aside.']",https://www.simplyrecipes.com/wp-content/uploads/2009/04/pacific-black-cod-escabeche-vertical-600.jpg,Elise Bauer
Alaska Rockfish with Turmeric Cauliflower Steaks and Curry Butter,"These tender Alaska rockfish fillets with turmeric cauliflower steaks are lovely enough for a dinner party, but easy enough to make on a weeknight. A spicy curry butter takes the whole dish over the top.","['Healthy', 'Cauliflower', 'Cod', 'Fish']",20 minutes,40 minutes,4 servings,"['1 large (at least 3 pounds) or 2 small heads cauliflower', '4 tablespoons olive oil', 'Salt and pepper, to taste', '1 1/4 teaspoons ground turmeric', '1 teaspoon coriander seeds, coarsely crushed with a rolling pin or mortar', '1 lemon, sliced into wedges', '1 lemon', '4 tablespoons unsalted butter, at room temperature', '1 tablespoon chopped fresh ginger', '1 teaspoon curry powder', '1 teaspoon finely grated lemon zest', '1/8 teaspoon salt', 'Pinch of black pepper', '4 (6-ounce) Alaska rockfish fillets', '2 tablespoons olive oil', '1/2 teaspoon salt', '1/8 teaspoon freshly ground black pepper', '2 scallions, finely sliced, including some of the green part (for garnish)', '2 tablespoons chopped parsley']",['Preheat the oven to 450ºF. Spray or brush a rimmed baking sheet with olive oil.'],https://www.simplyrecipes.com/wp-content/uploads/2018/06/ASMI-LOGO.png,Simply Recipes Partners
Fish Cakes with Tarragon Mayo,"Make leftover fish sing with these fish cakes seasoned with fresh herbs, capers, mustard, and scallions. Don't skip the tarragon mayo -- it's the perfect sauce for these cakes. Leftovers never looked so good! 

","['Dinner', 'Freezer-friendly', 'Make-ahead', 'Cod', 'Fish', 'Fish Cakes', 'Pacific Black Cod']",25 minutes,12 minutes,8 cakes,"['1/2 cup mayonnaise', '2 or more tablespoons chopped fresh tarragon, or fresh herb of your choice', '2 russet potatoes, peeled and cut into 2-inch chunks', '1 1/2 teaspoons table salt', '1 bay leaf', '1/2 onion, 1/4-inch slices', '1 sprig fresh thyme, or a pinch dried thyme', '1 pound cod fillet', '2 large eggs', '1/8 teaspoon black pepper', 'Finely grated zest and juice of 1 lemon', '1/4 cup chopped fresh parsley', '2 tablespoons chopped fresh herbs such as basil, cilantro, dill, or tarragon', '1 tablespoon Dijon mustard', '2 tablespoons drained and chopped capers', '4 scallions, finely sliced', '3/4 cup panko bread crumbs', '4 to 6 tablespoons olive oil']","['Make the mayonnaise: In a small bowl, stir the mayonnaise and tarragon together. Cover and keep in the refrigerator until ready to serve with the fish cakes.']",https://www.simplyrecipes.com/wp-content/uploads/2019/07/Codfish-Cakes-LEAD-1.jpg,Sally Vargas
Bacalao Guisado (Salt Cod Stew),"Bacalao Guisado is a traditional Puerto Rican stew of salt cod in a rich tomato broth with bright, vibrant herbs, potatoes, onions, peppers, and garlic. Serve it over a bed of white rice with a few slices of avocado. A favorite for Lent!","['Dinner', 'Stew', 'Lent', '1-Pot', 'Comfort Food', 'Freezer-friendly', 'Make-ahead', 'Latin American', 'Puerto Rican', 'Dairy-Free', 'Cod', 'Fish', 'Potatoes', 'Salt Cod']",1 hour,25 minutes,4 servings,"['1 pound salted codfish (salt cod)', '1 tablespoon olive oil', '1 1/4 cup (1/2 large) yellow onion, thinly sliced', '3/4 cup (1 small) green bell pepper, chopped', '3 cloves garlic, minced', '1 1/2 tablespoons recao herb base (homemade or store-bought)', '1 8-ounce can tomato sauce', '1 large bay leaf', '1/2 teaspoon dried oregano leaves', '1/4 teaspoon ground black pepper', '2 cups (about 3 small) Yukon gold potatoes, quartered then cut into 1/4-inch thick slices', '4 cups cooked white rice', '1 avocado']",['Soak the cod fish: '],https://www.simplyrecipes.com/wp-content/uploads/2020/03/Puerto-Rican-Stew-LEAD-5.jpg,Marta Rivera
Crispy Fish Tacos with Red Cabbage Slaw,"Fish tacos are made for hot summer days! Crispy, spicy fish tucked into a bed of crunchy, sweet, and sour red cabbage slaw, all piled high on a tortilla—just add ice cold drinks and lots of laughter for a party. Taco Tuesday never tasted so good! 
","['Dinner', 'Favorite Summer', 'Game Day', 'Super Bowl', 'Deep Fried', 'Cod', 'Fish', 'Taco']",30 minutes,20 minutes,4 Servings,"['1 1/2 limes, zested and juiced', '2 tablespoons honey', '2 tablespoons avocado or canola oil', '1 teaspoon kosher salt', '1/4 teaspoon black pepper', '1 1/2 cups thinly sliced red cabbage (about a 1/2 small head of cabbage)', '5 radishes, cut into matchsticks (3/4 cup of matchsticks)', '1/4 cup minced red onion', '1/2 cup fresh cilantro', '1 jalapeño pepper, seeded and minced', '1/2 cup sour cream', 'Juice from 1/2 lime', '1/2 teaspoon chili powder', '1/2 teaspoon garlic powder', '1/4 teaspoon ground cumin', '1/4 teaspoon kosher salt', '1 1/2 pounds skinless cod fillets', '1 lime', '1/2 cup all-purpose flour', '1/4 cup cornmeal', '2 teaspoons smoked paprika', '1 1/2 teaspoons kosher salt', '1 teaspoon garlic powder', '3/4 teaspoon ground cayenne pepper', '1/2 cup whole milk, heavy cream, or buttermilk', '4 cups high heat oil, such as canola oil', '10 small (5-inch) flour tortillas, street taco style']","['Make the slaw and crema: Zest both limes, then slice in half. In a medium bowl, add lime zest and lime juice from 1 1/2 limes, honey, oil, salt, and black pepper. Whisk to combine. Add the cabbage, radishes, onion, cilantro, and jalapeño pepper. Toss to combine. Set aside.']",https://www.simplyrecipes.com/wp-content/uploads/2019/08/battered-fish-tacos-lead-3.jpg,Summer Miller
Crispy Panko Fish Sticks,"Hello, homemade Panko Fish Sticks! Say goodbye to soggy fish sticks from the freezer! These fish sticks are ready for the table in about 30 minutes and are sure to please the whole family.","['Dinner', 'Hanukkah', 'Deep Fried', 'Kid-friendly', 'Quick and Easy', 'Cod', 'Fish', 'Panko', 'Seafood']",15 minutes,15 minutes,4 servings,"['1 cup mayonnaise', '1 cup minced pickles, about two small pickles diced', 'Juice from 1/2 lemon', 'Pinch of salt and pepper', '1/4 cup malt vinegar', '1 tablespoon chili oil', '1 pound firm, skinless white fish, such as cod, pollack, or haddock (ask the fishmonger to skin the fish, if needed)', '1 cup all-purpose flour', '3 large eggs, whisked', '2 cups panko breadcrumbs', '1/4 teaspoon salt', '1/4 teaspoon black pepper', '2 cups vegetable oil, for frying']","['Make the tartar sauce: Stir together the mayonnaise, pickles, and lemon juice. Season with a pinch of salt and pepper, taste, and add more seasonings if you like.']",https://www.simplyrecipes.com/wp-content/uploads/2018/12/Panko-Fish-Sticks-Long_lead_V2ed.jpg,Nick Evans
Walnut Mocha Torte,"German-style torte made with ground walnuts, whipped eggs, and bread crumbs, and a mocha whipped cream frosting.","['Dessert', ""Valentine's Day"", 'Baking', 'Make-ahead', 'Cake', 'Chocolate', 'Coffee', 'Torte', 'Walnut']",25 minutes,1 hour,Makes 12 servings,"['6 eggs', '1 cup (200 g) white granulated sugar (divided into 3/4 cup and 1/4 cup)', '1 cup (120 g) finely ground walnuts (from about 1 1/3 cup of shelled walnuts)', '1/2 cup (55 g) fine dry bread crumbs (plain, unseasoned)', '1/2 cup (100 g) white granulated sugar', '2 Tbsp corn starch', '1 cup (8 fluid ounces, 236 ml) strong coffee (I use decaf, with twice the amount of coffee for the liquid as I would usually use to drink)', '1 ounce (30 g) of chocolate chips (a little less than 1/4 of a cup)', '1 Tbsp butter', '2 teaspoons vanilla extract', '1 cup (8 fluid ounces, 236 ml)\xa0heavy whipping cream']","['Separate the eggs: Separate the eggs, into yolks and whites (see How to Separate Eggs). \xa0Take care to make sure there are no pieces of shell or egg yolk in the whites, and that the bowl you are using to contain them is completely clean with no residue of fat. Any fat from yolks or oil will make it difficult to beat the egg whites.']",https://www.simplyrecipes.com/wp-content/uploads/2013/02/walnut-mocha-torte-vertical-a-1800.jpg,Elise Bauer
Spicy Zucchini Soup,"Here's another delicious way to use fresh zucchini: Turn it into a spicy soup with mint, cilantro, and jalapeño. Serve it hot or cold!","['Soup', 'Favorite Summer', 'Quick and Easy', 'Healthy', 'Vegan', 'Vegetarian', 'Cold Soup', 'Vegetables', 'Zucchini']",15 minutes,40 minutes,Serves 4,"['4 tablespoons extra virgin olive oil', '1 onion, finely chopped', '1/2 jalapeño chile (or more to taste, depending on how spicy you would like the soup to be), seeds, stems and ribs removed and discarded, chopped', '3 chopped garlic cloves', '2 pounds chopped zucchini (skin on), about 5-6 cups', '1 1/2 cups chopped day-old bread (or 1 cup rice or cooked or uncooked potatoes)', '3 cups chicken broth (use vegetable broth for vegetarian or vegan option)', '1 cup water', '1/2 cup fresh mint leaves (spearmint), loosely packed, chopped', '1/2 cup fresh cilantro, loosely packed, chopped (optional)', '2 teaspoons lemon juice', 'Salt, to taste', 'Pepper, to taste', 'Lemon wedges (for garnish), optional']","['Sauté the onions and jalapeño: Heat the olive oil in a large pot over medium-high heat. Add the onion and the chopped jalapeño, and sauté for 4 to 5 minutes until the onions are translucent, but not browned.']",https://www.simplyrecipes.com/wp-content/uploads/2010/08/spicy-zucchini-soup-vertical-a-640.jpg,Elise Bauer
Vichyssoise,"A lighter version of the traditional vichyssoise chilled potato leek soup, with leeks and Yukon Gold potatoes.","['Soup', 'Gluten-Free', 'Cold Soup', 'Potatoes', 'Vichyssoise']",15 minutes,1 hour,"Makes about 10 cups, serves 6 to 8","['4 Tbsp butter', '4-5 cups sliced leeks, cleaned (see How to Clean Leeks), white and pale green parts only (from about 4 large leeks)', '1 medium onion, chopped or sliced', '2 lbs Yukon gold potatoes, peeled and chopped', '6 cups water (vegetarian option), or chicken stock', '2 teaspoons Kosher salt (more to taste)', '1/2 cup sour cream', '1/2 cup heavy whipping cream', 'Chopped fresh chives for garnish']","['Heat\xa0butter until it begins to brown:\xa0In a large (6-quart) pot, heat the butter on medium high heat until it melts and foams up. Continue to heat until the foam subsides a little and the butter just begins to brown.']",https://www.simplyrecipes.com/wp-content/uploads/2011/06/vichhyssoise-horiz-a-1200.jpg,Elise Bauer
Southern Style Collard Greens,"Southern Style Collard Greens! Slow cooked collard greens with a ham hock, onions, vinegar and hot sauce. A classic with BBQ!","['Side Dish', 'Comfort Food', 'Southern', 'Low Carb', 'Collard Greens', 'Vegetables']",10 minutes,2 hours,Serves 4-6 as a side dish,"['2 Tbsp bacon fat, lard or vegetable oil', '1 medium onion, sliced from root to tip', '1 ham hock', '2 garlic cloves, smashed', '1 quart chicken broth', '1-2 cups water', '8-10 cups chopped collard greens, about 2 pounds', 'Vinegar and hot sauce to taste']","['Cook the onions in bacon fat: Heat the bacon fat in a large pot set over medium-high heat. Sauté the onion in the bacon fat, stirring often, until the edges begin to brown, about 5 minutes.']",https://www.simplyrecipes.com/wp-content/uploads/2013/04/southern-collard-greens-horiz-a-1200.jpg,Hank Shaw
Collard Greens,"Wondering what to do with collard greens? Here's an easy recipe for a simple side dish! Cook collards on the stovetop with onions and garlic — it's an easy, flavorful way to eat your greens.","['Side Dish', ""New Year's"", 'Quick and Easy', 'Collard Greens', 'Green Vegetables', 'Greens', 'Vegetables']",5 minutes,20 minutes,Serves 4,"['2 teaspoons bacon fat', '1 tablespoon extra virgin olive oil', '2 tablespoons onion, chopped', '1 large garlic clove, minced', '2 pounds (900 g) collard greens, tough stems discarded, leaves chopped', '2 tablespoons dark sesame oil (Dynasty or comparable brand)', 'Chili pepper flakes, a pinch', 'Salt, a couple pinches', 'Sugar, a couple pinches', 'Barbecue sauce (optional)']",['Cook onions and garlic: Use a large skillet with a tight fitting cover. Melt bacon fat and heat olive oil on medium heat.'],https://www.simplyrecipes.com/wp-content/uploads/2005/12/collard-greens-vertical-a-1600-1.jpg,Elise Bauer
Collard Greens with Bacon,"Collard greens cooked until wilted with bacon, onion, garlic, vinegar, sugar, and a dash of hot sauce.","['Side Dish', 'Collard Greens', 'Green Vegetables', 'Greens', 'Vegetables']",10 minutes,30 minutes,Serves 6 to 8,"['4 strips thick-sliced bacon, sliced crosswise into 1/2-inch pieces', '1 small yellow onion, chopped', '2 garlic cloves, minced', '2 tablespoons sugar', '1 teaspoon kosher salt', '1/2 teaspoon freshly ground black pepper', 'Several dashes hot sauce', '1/4 cup apple-cider vinegar', '2 pounds collard greens, stems removed, sliced into 3-inch-wide strips (can substitute kale or chard)', '1 cup chicken broth (or water)*']","['Cook bacon and onions: Heat a large skillet on medium heat. Cook the bacon in the skillet until it just begins to brown around the edges, stirring occasionally.']",https://www.simplyrecipes.com/wp-content/uploads/2008/10/collard-greens-bacon-vertical-b-1600.jpg,Elise Bauer
Sautéed Greens with Pine Nuts and Raisins,"Sautéed kale, mustard, turnip, beet or collard greens, tossed with toasted pine nuts, golden raisins, a little red pepper and black pepper. Sicilian-style greens.","['Side Dish', 'Favorite Fall', 'Quick and Easy', 'Italian', 'Gluten-Free', 'Paleo', 'Vegan', 'Vegetarian', 'Collard Greens', 'Green Vegetables', 'Greens', 'Kale', 'Raisin', 'Vegetables']",10 minutes,10 minutes,"Serves 2, can easily be doubled","['1/4 cup pine nuts', '2 tablespoons extra virgin olive oil', '2\xa0garlic cloves, minced', '1/4 cup golden raisins', '1 bunch kale, chard, collards, or turnip greens, etc., about 1 pound, tough stem centers removed (if any) and discarded, greens chopped', '1/2 to 1 teaspoon red pepper flakes', 'Roughly 1/4 cup dry white wine (can sub\xa0water with a splash of balsamic vinegar or lemon juice)', 'Salt and pepper to taste']","['Toast the pine nuts:\xa0Heat a large sauté pan hot on medium-high heat and add the pine nuts. Toast them until they are fragrant and begin to brown. Pay attention as pine nuts burn easily. Stir or toss the nuts frequently. Once they are toasted, remove from pan and set aside.']",https://www.simplyrecipes.com/wp-content/uploads/2010/12/sauteed-greens-pine-nuts-vertical-a-1200.jpg,Elise Bauer
Pumpkin Bread,"Pumpkin bread tastes so quintessentially of the fall, with cinnamon, nutmeg, allspice, and molasses. Plus an optional orange glaze! Use canned or homemade pumpkin purée.","['Dessert', 'Snack', 'Favorite Fall', 'Halloween', 'Thanksgiving', 'Baking', 'Pumpkin', 'Quick Bread', 'Spice Bread']",15 minutes,45 minutes,Makes one loaf,"['1 1/2 cups (200 g) flour', '1/2 teaspoon salt', '1 teaspoon baking soda', '1 teaspoon ground ginger', '1/2 teaspoon cinnamon', '1/2 teaspoon nutmeg', '1/2 teaspoon allspice', '1 cup (240 ml) pumpkin purée, store-bought or homemade', '1 cup (200 g) sugar', '1/2 cup (112 g) unsalted butter, melted', '2 large eggs, beaten', '1/4 cup water', '2 teaspoons molasses', '1 teaspoon orange zest (optional)', '1/2 cup (65 g) chopped pecans or walnuts (optional)', '1 cup powdered sugar', '2 tablespoons orange juice', '1 teaspoon orange zest']","['Make the homemade pumpkin puree (optional): To make your own pumpkin purée, cut a small sugar pumpkin in half horizontally. Use a large metal spoon to scrape out the seeds and stringy stuff.']",https://www.simplyrecipes.com/wp-content/uploads/2014/10/pumpkin-bread-vertical-a-1620.jpg,Elise Bauer
Pecan Pie,"With a homemade crust and a sweet pecan filling, this is THE pecan pie for your Thanksgiving table! Make it a day or two ahead, or freeze it for even longer.","['Video', 'Dessert', 'Favorite Fall', 'Thanksgiving', 'Baking', 'Southern', 'Pecan', 'Pie']",15 minutes,"1 hour, 15 minutes",Serves 8,"['1 9-inch pie shell, frozen (freeze for half an hour if freshly made; I recommend our easy, flaky, sour cream pie crust)', '2 cups pecans (210 g), coarsely chopped (save a few whole pecan halves to create a decoration on the surface of the pie if you want)', '3 large eggs, slightly beaten', '1 cup light corn syrup', '1/2 cup brown sugar', '1 tablespoon molasses (unsulphured)', '4 tablespoons unsalted butter, melted', '1/2 teaspoon salt', '2\xa0teaspoon vanilla extract']","['Mix pecan pie filling:\xa0Preheat oven to 350°F. In a medium bowl vigorously mix together the eggs, brown sugar, corn syrup, molasses, melted butter, vanilla, salt, until smooth. (No need for a mixer, you can beat by hand using a wooden spoon.)']",https://www.simplyrecipes.com/wp-content/uploads/2014/11/Pecan-Pie-LEAD-1.jpg,Elise Bauer
Pear Tarte Tatin,"French classic, tarte tatin aux poires, upside down pear tart with flakey pastry crust.","['Dessert', 'Favorite Fall', 'Baking', 'French', 'Fruit', 'Pastry', 'Pear', 'Tart']",30 minutes,"1 hour, 20 minutes",Makes 8 servings,"['1/2 cup butter (1 stick, 4 ounces)', '1 cup all purpose flour', '1 teaspoon sugar', '1/2 teaspoon salt', '1/4 cup full fat sour cream', '2 pounds firm bosc pears (about 5 pears)', '2 Tbsp lemon juice', '2 Tbsp sugar plus 2/3 cup of sugar', '4 Tbsp butter', '2 teaspoons of minced candied ginger', 'Light grating of fresh nutmeg (or a dash of ground nutmeg)', 'A well-seasoned 9-inch or 10-inch cast iron pan', 'Rimmed serving plate or pie plate']","['Make the pastry dough: Cube the butter and set out at room temperature. In a separate large bowl whisk together the flour, sugar, and salt. Use your hands or a pastry cutter to work the butter into the flour until you see small, pea-sized pieces of butter. Stir in the sour cream with a fork. Form the dough into a ball and shape into a disk. Wrap with plastic wrap and refrigerate for 1 hour before rolling out. (See more instructions here: No Fail Sour Cream Pie Crust Recipe.)']",https://www.simplyrecipes.com/wp-content/uploads/2013/12/pear-tarte-tatin-vertical-closeup-a-1100.jpg,Elise Bauer
Sausage Rolls,"Sausage Rolls are a must-have for potlucks, Game Day parties, and holiday gatherings. Made with pizza dough and fresh sausages, they're like grown-up pigs in a blanket!","['Video', 'Dinner', 'Snack', 'Christmas', 'Favorite Fall', 'Game Day', 'Baking', 'Comfort Food', 'Kid-friendly', 'Italian Sausage', 'Pizza', 'Pork', 'Sausage']",20 minutes,40 minutes,Makes 16 rolls,"['1 1/4 pounds fresh pork\xa0sausage links\xa0(about 4 normal-sized sausages)', '1 tablespoon canola oil', '1 pound cold\xa0pizza dough, homemade or store-bought', '1 large egg', '1 tablespoon water', '1/8 teaspoon salt', 'Yellow or brown mustard, to serve', 'Pickles, to serve']","['Broil the\xa0sausages: Turn on the broiler and place an oven rack 6 inches below. With a paring knife, prick the sausages all over. Place them on a broiler pan or in an oven-safe skillet and rub all over with oil. Rub a little olive oil on the pan beneath each sausage, too.']",https://www.simplyrecipes.com/wp-content/uploads/2017/08/2017-09-25-PigsinBlankets-2.jpg,Sheryl Julian
Peanut Butter Pie,"Peanut butter lovers, this one's for you! It's the most decadent and indulgent peanut butter pie EVER, made with extra peanut butter in the filling, peanut butter cups on top, and a drizzle of melted peanut butter and chocolate. We warned you! ","['Entertaining', 'Video', 'Dessert', 'Christmas', 'Favorite Fall', 'Favorite Winter', 'Holiday', 'Thanksgiving', 'Baking', 'Freezer-friendly', 'Make-ahead', 'Cream Pie', 'Peanut Butter', 'Pie']",20 minutes,15 minutes,"1 9-inch pie, serves 6 to 8","['9 ounces (255g) chocolate wafer cookies (such as Nabisco Famous Chocolate Wafers)', '6 tablespoons (85g) unsalted butter, melted', '1/4 cup (50g) brown sugar, packed', 'Pinch of kosher salt', '1 cup (8 ounces) heavy whipping cream', '8 ounces (227g) softened cream cheese', '1/2 cup (58g) powdered sugar', '1 cup (227g) creamy peanut butter, such as Jif', '1 cup (8 ounces) heavy whipping cream', '2 tablespoons powdered sugar', '4 large chocolate peanut butter cups (about 3 ounces)', '1/4 cup (57g) peanut butter', '1/3 cup (57g) chocolate chips', '2 teaspoons vegetable oil']",['Preheat the oven to 350°F. '],https://www.simplyrecipes.com/wp-content/uploads/2018/10/Peanut-Butter-Pie-LEAD-VERTICAL.jpg,Cindy Rahe
Crispy Hash Browns,"What's the secret to the crispiest hash browns ever? Press out as much extra moisture as possible after grating and before frying. Here's how you can make them perfectly browned and extra crispy, every time.","['Video', 'Brunch', 'Side Dish', 'Comfort Food', 'Quick and Easy', 'Gluten-Free', 'Vegetarian', 'Hash', 'Potatoes', 'Vegetables']",5 minutes,15 minutes,Serves 4,"['3 tablespoons extra virgin olive oil', '1 pound Russet baking potatoes', 'Salt and pepper']",['Peel and grate the potatoes:\xa0Peel the potatoes and grate them using the large holes of a box grater.'],https://www.simplyrecipes.com/wp-content/uploads/2018/03/Crispy-Hash-Browns-LEAD-02.jpg,Elise Bauer
Fettuccine Alfredo,"Fettuccine Alfredo two ways: with cream and nutmeg, or with butter and Parmesan! Try it both ways and decide which one you like the best! ","['Video', 'Dinner', 'Comfort Food', 'Quick and Easy', 'Restaurant Favorite', 'Italian', 'Vegetarian', 'Cream Sauce', 'Fettuccine', 'Parmesan', 'Pasta and Noodles']",15 minutes,15 minutes,Serves 4,"['1/2 pound dry fettuccine pasta', '3 to 4 tablespoons unsalted butter', '2/3 cup finely grated Parmesan cheese', 'Black pepper', '1/2 cup heavy cream', 'Ground nutmeg']",['Start the pasta: Bring a large pot of salty water to a boil and drop in your fettuccine.'],https://www.simplyrecipes.com/wp-content/uploads/2011/03/fettuccine-alfredo-vertical-a2-1800.jpg,Elise Bauer
